UF;Cidade;vendas;produtos;itens;venda_total;ticket_medio;mes;cancelada;periodo
MG;Ipanema;1815;42742;80783;415618,22;228,99;202103;FALSO;2021-03-01 00:00:00
MG;Pocrane;213;5044;13679;64652,7;303,53;202103;FALSO;2021-03-01 00:00:00
MG;Taparuba;107;3066;6486;34213,82;319,76;202103;FALSO;2021-03-01 00:00:00
MG;Conceição de Ipanema;124;4172;8636;47041,33;379,37;202103;FALSO;2021-03-01 00:00:00
MG;Santana do Manhuaçu;255;6862;15697;82612,21;323,97;202103;FALSO;2021-03-01 00:00:00
MG;Simonésia;300;7882;15868;81240,91;270,8;202103;FALSO;2021-03-01 00:00:00
MG;Manhuaçu;355;9235;19237;95968,73;270,33;202103;FALSO;2021-03-01 00:00:00
MG;São José do Mantimento;110;3730;8204;46171,39;419,74;202103;FALSO;2021-03-01 00:00:00
MG;Reduto;13;172;880;3126,42;240,49;202103;FALSO;2021-03-01 00:00:00
MG;Aimorés;102;2899;6604;32829,91;321,86;202103;FALSO;2021-03-01 00:00:00
MG;Expedicionário Alício;48;1542;3682;24305,5;506,36;202103;FALSO;2021-03-01 00:00:00
MG;Conceição do Capim;22;537;1525;6954,24;316,1;202103;FALSO;2021-03-01 00:00:00
MG;Resplendor;27;535;1477;6532,73;241,95;202103;FALSO;2021-03-01 00:00:00
MG;Itueta;23;588;1166;5877,62;255,55;202103;FALSO;2021-03-01 00:00:00
MG;Quatituba;26;457;1453;8180,43;314,63;202103;FALSO;2021-03-01 00:00:00
ES;Baixo Guandu;35;771;1773;8696,56;248,47;202103;FALSO;2021-03-01 00:00:00
MG;Caratinga;7;137;457;2336,74;333,82;202103;FALSO;2021-03-01 00:00:00
MG;Piedade de Caratinga;3;72;201;1234,65;411,55;202103;FALSO;2021-03-01 00:00:00
MG;SÃO JOÃO DO JACUTINGA;1;44;72;321,97;321,97;202103;FALSO;2021-03-01 00:00:00
MG;SANTO ANTÔNIO DO MANHUAÇU;46;1041;3183;14603,04;317,46;202103;FALSO;2021-03-01 00:00:00
MG;Penha do Capim;15;460;903;4851,14;323,41;202103;FALSO;2021-03-01 00:00:00
MG;Santa Rita de Minas;2;28;98;334,11;167,06;202103;FALSO;2021-03-01 00:00:00
MG;Manhuaçu;8;237;581;2643,61;330,45;202103;FALSO;2021-03-01 00:00:00
MG;Martins Soares;1;57;93;459,11;459,11;202103;FALSO;2021-03-01 00:00:00
MG;Manhumirim;4;54;103;461,82;115,46;202103;FALSO;2021-03-01 00:00:00
MG;Inhapim;1;3;13;98,34;98,34;202103;FALSO;2021-03-01 00:00:00
MG;Mutum;2;113;165;764,47;382,24;202103;FALSO;2021-03-01 00:00:00
MG;Ipanema;1671;37953;72737;370431,36;221,68;202104;FALSO;2021-04-01 00:00:00
MG;Pocrane;159;3951;10706;49481,17;311,2;202104;FALSO;2021-04-01 00:00:00
MG;Taparuba;93;2929;5917;31015,67;333,5;202104;FALSO;2021-04-01 00:00:00
MG;Conceição de Ipanema;104;3464;7148;37960,86;365,01;202104;FALSO;2021-04-01 00:00:00
MG;Santana do Manhuaçu;211;6187;14180;77082;365,32;202104;FALSO;2021-04-01 00:00:00
MG;Simonésia;236;6627;13526;67779,88;287,2;202104;FALSO;2021-04-01 00:00:00
MG;Manhuaçu;289;7805;17376;80698,98;279,24;202104;FALSO;2021-04-01 00:00:00
MG;São José do Mantimento;104;3321;7724;43242,2;415,79;202104;FALSO;2021-04-01 00:00:00
MG;Reduto;13;243;1162;4695,56;361,2;202104;FALSO;2021-04-01 00:00:00
MG;Aimorés;96;2821;6387;32091,64;334,29;202104;FALSO;2021-04-01 00:00:00
MG;Expedicionário Alício;35;1193;2645;15829,89;452,28;202104;FALSO;2021-04-01 00:00:00
MG;Conceição do Capim;22;527;1361;7244,28;329,29;202104;FALSO;2021-04-01 00:00:00
MG;Resplendor;35;868;2575;9888,83;282,54;202104;FALSO;2021-04-01 00:00:00
MG;Itueta;14;435;814;3211,83;229,42;202104;FALSO;2021-04-01 00:00:00
MG;Quatituba;24;643;1775;9361,08;390,05;202104;FALSO;2021-04-01 00:00:00
ES;Baixo Guandu;29;650;1188;6147,9;212;202104;FALSO;2021-04-01 00:00:00
MG;Caratinga;5;165;488;1965,2;393,04;202104;FALSO;2021-04-01 00:00:00
MG;Piedade de Caratinga;2;87;174;909,57;454,79;202104;FALSO;2021-04-01 00:00:00
MG;SÃO JOÃO DO JACUTINGA;2;60;97;494,3;247,15;202104;FALSO;2021-04-01 00:00:00
MG;SANTO ANTÔNIO DO MANHUAÇU;36;817;2470;11655,78;323,77;202104;FALSO;2021-04-01 00:00:00
MG;Penha do Capim;15;497;871;4949,32;329,95;202104;FALSO;2021-04-01 00:00:00
MG;Santa Rita de Minas;3;18;95;293,81;97,94;202104;FALSO;2021-04-01 00:00:00
MG;Manhuaçu;5;156;395;1866,35;373,27;202104;FALSO;2021-04-01 00:00:00
MG;Martins Soares;1;48;123;475,61;475,61;202104;FALSO;2021-04-01 00:00:00
MG;Manhumirim;3;152;294;1581,34;527,11;202104;FALSO;2021-04-01 00:00:00
MG;Mutum;1;53;98;443,64;443,64;202104;FALSO;2021-04-01 00:00:00
MG;Ipanema;1808;41578;80087;412980,18;228,42;202105;FALSO;2021-05-01 00:00:00
MG;Pocrane;174;3876;10921;52858,88;303,79;202105;FALSO;2021-05-01 00:00:00
MG;Taparuba;93;2980;6246;32808,92;352,78;202105;FALSO;2021-05-01 00:00:00
MG;Conceição de Ipanema;135;4165;9059;49083,58;363,58;202105;FALSO;2021-05-01 00:00:00
MG;Santana do Manhuaçu;231;6694;15585;80605,92;348,94;202105;FALSO;2021-05-01 00:00:00
MG;Simonésia;276;7862;15945;79817,19;289,19;202105;FALSO;2021-05-01 00:00:00
MG;Manhuaçu;304;8053;16682;84449,83;277,8;202105;FALSO;2021-05-01 00:00:00
MG;São José do Mantimento;125;3919;10039;55948,83;447,59;202105;FALSO;2021-05-01 00:00:00
MG;Reduto;15;281;863;4170,44;278,03;202105;FALSO;2021-05-01 00:00:00
MG;Aimorés;92;2755;6359;31435,29;341,69;202105;FALSO;2021-05-01 00:00:00
MG;Expedicionário Alício;35;1007;2406;14388,5;411,1;202105;FALSO;2021-05-01 00:00:00
MG;Conceição do Capim;31;732;1848;10274,93;331,45;202105;FALSO;2021-05-01 00:00:00
MG;Resplendor;34;687;2120;8925,03;262,5;202105;FALSO;2021-05-01 00:00:00
MG;Itueta;13;319;557;2626,84;202,06;202105;FALSO;2021-05-01 00:00:00
MG;Quatituba;29;637;1803;9298,2;320,63;202105;FALSO;2021-05-01 00:00:00
ES;Baixo Guandu;45;706;1781;8671,49;192,7;202105;FALSO;2021-05-01 00:00:00
MG;Caratinga;8;93;556;2302,44;287,81;202105;FALSO;2021-05-01 00:00:00
MG;Piedade de Caratinga;4;38;140;547,56;136,89;202105;FALSO;2021-05-01 00:00:00
MG;SÃO JOÃO DO JACUTINGA;1;30;61;324,05;324,05;202105;FALSO;2021-05-01 00:00:00
MG;SANTO ANTÔNIO DO MANHUAÇU;47;1011;3007;13771,27;293,01;202105;FALSO;2021-05-01 00:00:00
MG;Penha do Capim;12;307;599;3415,06;284,59;202105;FALSO;2021-05-01 00:00:00
MG;Santa Rita de Minas;3;29;108;324,68;108,23;202105;FALSO;2021-05-01 00:00:00
MG;Manhuaçu;5;61;244;1338,95;267,79;202105;FALSO;2021-05-01 00:00:00
MG;Manhumirim;2;108;180;1284,28;642,14;202105;FALSO;2021-05-01 00:00:00
MG;Inhapim;4;140;516;1862,48;465,62;202105;FALSO;2021-05-01 00:00:00
MG;Mutum;1;27;49;221,56;221,56;202105;FALSO;2021-05-01 00:00:00
MG;Ipanema;1939;42540;81926;429484,69;221,5;202106;FALSO;2021-06-01 00:00:00
MG;Pocrane;172;4009;11772;54772,22;318,44;202106;FALSO;2021-06-01 00:00:00
MG;Taparuba;107;3012;6176;34001,99;317,78;202106;FALSO;2021-06-01 00:00:00
MG;Conceição de Ipanema;118;3459;8149;44592,34;377,9;202106;FALSO;2021-06-01 00:00:00
MG;Santana do Manhuaçu;225;6725;14929;79170,19;351,87;202106;FALSO;2021-06-01 00:00:00
MG;Simonésia;289;8129;16822;90721,75;313,92;202106;FALSO;2021-06-01 00:00:00
MG;Manhuaçu;297;7834;17130;88006,9;296,32;202106;FALSO;2021-06-01 00:00:00
MG;São José do Mantimento;123;4087;9458;55959,5;454,96;202106;FALSO;2021-06-01 00:00:00
MG;Reduto;15;287;1224;5108,26;340,55;202106;FALSO;2021-06-01 00:00:00
MG;Aimorés;115;3097;6897;37905,73;329,62;202106;FALSO;2021-06-01 00:00:00
MG;Expedicionário Alício;38;1155;3080;20064,01;528;202106;FALSO;2021-06-01 00:00:00
MG;Conceição do Capim;28;633;1309;8562,75;305,81;202106;FALSO;2021-06-01 00:00:00
MG;Resplendor;55;1220;3357;14748,23;268,15;202106;FALSO;2021-06-01 00:00:00
MG;Itueta;14;271;600;2957,58;211,26;202106;FALSO;2021-06-01 00:00:00
MG;Quatituba;21;500;1795;9342,33;444,87;202106;FALSO;2021-06-01 00:00:00
